Player,Dribbling,Fouling,Interrupting,Passing,Receiving,Shooting,Goals Added
Adam Lundkvist,-0.01,-0.01,-0.01,0.00,0.00,0.00,-0.03
Alvas Powell,0.04,0.00,-0.02,-0.05,0.00,0.00,-0.03
Handwalla Bwana,0.05,0.00,-0.01,-0.02,-0.05,0.01,-0.03
Erik Holt,0.02,0.00,0.00,-0.03,-0.02,0.00,-0.03
Connor Maloney,-0.01,0.00,-0.02,0.00,-0.01,0.00,-0.03
Eryk Williamson,-0.03,0.00,0.01,-0.02,-0.02,0.03,-0.03
Grant Lillard,0.01,0.01,0.00,-0.01,-0.02,-0.01,-0.03
Omar González,0.03,0.01,-0.08,0.01,0.00,0.00,-0.03
Mathieu Deplagne,-0.01,0.00,-0.01,-0.02,0.01,0.00,-0.03
Jefferson Savarino,0.03,0.01,-0.01,-0.03,-0.02,0.00,-0.03
Amro Tarek,-0.01,0.01,-0.03,0.00,0.01,0.00,-0.03
Michael Parkhurst,0.01,0.00,-0.04,0.00,0.00,0.00,-0.03
Everton Luiz,0.00,0.00,0.01,-0.03,-0.02,0.00,-0.03
Jorge Corrales,-0.02,0.00,0.00,0.01,-0.01,0.00,-0.03
Siad Haji,0.14,0.00,-0.06,-0.14,0.05,-0.01,-0.03
Justin Hoyte,0.00,-0.01,-0.02,0.01,-0.02,0.00,-0.03
Jeff Larentowicz,-0.01,0.00,0.02,-0.02,-0.02,0.00,-0.03
Tommy McCabe,-0.01,0.00,0.04,-0.04,-0.02,0.00,-0.03
Steven Beitashour,0.00,-0.01,0.01,-0.04,0.00,0.00,-0.03
Aboubacar Keita,0.01,0.00,-0.02,-0.02,-0.01,0.00,-0.03
Brent Kallman,0.01,-0.01,-0.02,-0.02,0.00,0.00,-0.03
Jordy Delem,0.00,-0.02,0.01,-0.01,-0.01,0.00,-0.03
Will Johnson,-0.01,0.00,0.02,-0.05,0.00,0.00,-0.03
Chris Mueller,0.01,0.00,0.01,-0.02,-0.01,-0.03,-0.03
Joe Corona,0.00,0.00,-0.02,-0.01,0.00,0.00,-0.03
Favio Álvarez,0.00,-0.02,0.04,-0.03,-0.03,0.00,-0.03
Victor Ulloa,-0.02,0.00,0.01,-0.01,0.00,-0.01,-0.04
Raymon Gaddis,-0.01,0.01,-0.01,-0.02,-0.01,0.00,-0.04
Teal Bunbury,-0.05,0.01,0.00,-0.03,0.05,-0.01,-0.04
Damir Kreilach,-0.02,0.00,-0.02,-0.02,0.00,0.02,-0.04
Chad Marshall,-0.01,0.00,-0.04,0.02,0.00,-0.01,-0.04
Brandt Bronico,0.00,0.00,-0.02,-0.01,-0.01,0.00,-0.04
Victor Giro,-0.02,-0.01,0.03,-0.02,-0.03,0.01,-0.04
Larrys Mabiala,0.01,-0.03,-0.01,-0.03,0.03,-0.01,-0.04
Corey Baird,0.03,0.00,0.01,-0.04,-0.04,0.00,-0.04
Kei Kamara,-0.03,-0.01,-0.01,0.00,0.01,0.00,-0.04
Daniel Kinumbe,-0.03,0.00,0.06,-0.06,-0.01,0.00,-0.04
Omar Browne,0.04,-0.01,-0.03,0.00,-0.04,0.00,-0.04
A.J. DeLaGarza,-0.02,-0.01,-0.01,-0.02,0.00,0.01,-0.04
Zarek Valentin,-0.01,-0.01,-0.01,0.00,-0.01,0.00,-0.04
Jonathan Bornstein,-0.03,0.01,0.00,-0.01,-0.01,0.00,-0.04
Theo Bair,-0.03,-0.01,0.02,-0.06,0.01,0.03,-0.04
Ethan Finlay,-0.07,0.00,0.01,-0.01,0.01,0.01,-0.04
Rece Buckmaster,0.00,-0.03,-0.02,0.01,0.00,0.00,-0.04
Allan Cruz,-0.05,0.00,-0.01,-0.02,0.02,0.01,-0.04
Lass Bangoura,0.04,-0.01,0.03,-0.05,-0.03,-0.02,-0.04
Lucas Rodríguez,-0.02,0.00,0.03,-0.02,-0.02,-0.01,-0.04
Drew Moor,0.00,-0.03,-0.03,0.02,-0.01,0.00,-0.04
Joe Gyau,0.03,-0.01,0.02,-0.05,-0.04,0.01,-0.04
Danny Wilson,0.00,-0.01,-0.01,-0.01,0.00,-0.01,-0.04
Botond Baráth,0.00,0.00,-0.05,-0.01,0.01,0.01,-0.04
Gustavo Bou,-0.04,0.01,-0.01,0.01,0.01,-0.01,-0.05
Russell Teibert,-0.02,0.00,0.01,-0.01,-0.02,-0.01,-0.05
Kekuta Manneh,0.04,0.00,0.00,-0.02,-0.04,-0.02,-0.05
DeJuan Jones,-0.01,0.00,-0.03,-0.03,0.00,0.01,-0.05
Georges Mukumbilwa,0.20,0.00,-0.13,-0.07,-0.04,-0.01,-0.05
Felipe Hernandez,-0.02,0.01,0.03,-0.03,-0.02,-0.02,-0.05
Forrest Lasso,0.00,0.02,-0.06,0.00,-0.01,0.00,-0.05
Kyle Smith,0.01,0.00,-0.04,-0.02,-0.01,0.01,-0.05
Kyle Beckerman,0.00,0.00,-0.01,-0.03,-0.01,-0.01,-0.05
Giancarlo González,-0.02,-0.02,0.00,-0.01,0.00,0.00,-0.05
Jeremiah Gutjahr,0.01,0.00,-0.04,0.01,-0.02,0.00,-0.05
Jacob Shaffelburg,0.03,-0.01,-0.03,0.04,-0.06,-0.01,-0.05
Collin Martin,0.04,0.00,-0.08,0.02,-0.02,-0.01,-0.05
Andrés Flores,-0.01,-0.01,0.05,-0.03,-0.03,-0.01,-0.05
Fafa Picault,0.01,0.00,0.00,-0.02,-0.02,-0.02,-0.05
Joaquín Ardáiz,0.06,-0.01,-0.03,-0.02,0.02,-0.08,-0.05
Maikel van der Werff,0.00,-0.02,-0.04,0.01,-0.01,0.01,-0.05
Jeremy Ebobisse,-0.07,0.00,-0.01,-0.04,0.08,-0.01,-0.05
Nick Besler,-0.01,-0.01,-0.02,0.00,-0.01,0.00,-0.05
Juan Fernando Caicedo,-0.09,-0.01,-0.01,-0.03,0.08,0.01,-0.05
Russell Canouse,-0.01,-0.01,0.02,-0.02,-0.02,-0.01,-0.05
Aurélien Collin,0.00,-0.02,-0.04,0.03,0.01,-0.02,-0.05
Jaylin Lindsey,0.00,0.00,0.01,-0.05,-0.01,0.00,-0.05
David Guzmán,0.00,-0.01,-0.01,-0.03,0.00,0.00,-0.06
Cory Burke,0.01,-0.01,0.00,0.05,-0.08,-0.02,-0.06
Dominique Badji,-0.01,0.00,-0.01,-0.02,-0.02,0.00,-0.06
Gilbert Fuentes,0.12,-0.12,0.08,-0.07,-0.05,-0.02,-0.06
Donny Toia,-0.01,-0.03,0.00,-0.01,-0.01,0.00,-0.06
Edwin Cerrillo,-0.02,-0.01,0.04,-0.04,-0.02,-0.01,-0.06
Dillon Serna,-0.02,0.00,-0.08,0.04,-0.03,0.02,-0.06
Ben Sweat,0.02,-0.04,-0.03,-0.01,0.00,0.00,-0.06
Matías Vera,-0.01,-0.01,0.00,-0.02,-0.02,-0.01,-0.06
Felipe,-0.02,0.00,0.00,-0.03,-0.01,0.00,-0.06
Alex De John,0.00,0.01,-0.04,-0.01,-0.01,-0.01,-0.06
Marco Farfan,-0.02,-0.01,0.03,-0.05,-0.02,0.00,-0.06
Eric Remedi,0.00,0.00,-0.01,-0.04,-0.02,0.00,-0.06
Quincy Amarikwa,0.00,-0.01,0.01,-0.01,-0.05,0.00,-0.06
Cole Bassett,0.00,0.00,0.00,-0.05,-0.02,0.00,-0.06
Chris Durkin,-0.01,0.00,0.03,-0.04,-0.03,-0.01,-0.06
Joevin Jones,0.03,0.00,-0.02,-0.03,-0.04,-0.01,-0.06
Shamit Shome,0.00,-0.02,-0.03,-0.01,0.00,-0.01,-0.07
Seth Sinovic,0.01,-0.01,-0.03,-0.03,0.00,0.00,-0.07
Tommy McNamara,-0.02,-0.01,-0.01,-0.01,-0.03,0.01,-0.07
Johan Kappelhof,0.00,0.00,-0.01,-0.04,-0.02,0.00,-0.07
Samuel Piette,-0.01,-0.01,0.01,-0.04,-0.02,-0.01,-0.07
Aljaz Struna,0.02,0.00,-0.06,-0.01,-0.01,0.00,-0.07
Sacha Kljestan,-0.04,0.00,0.01,-0.02,-0.03,0.01,-0.07
Kellyn Acosta,0.01,-0.01,-0.02,-0.02,-0.03,0.00,-0.07
Kelyn Rowe,-0.01,0.00,-0.03,-0.01,-0.02,-0.01,-0.07
Marcelo,-0.01,-0.02,-0.03,-0.01,0.00,0.00,-0.07
Emmanuel Ledesma,-0.04,-0.01,0.03,0.02,-0.05,-0.02,-0.07
Waylon Francis,0.00,-0.01,-0.05,0.00,-0.01,0.00,-0.07
Ebenezer Ofori,-0.01,-0.02,0.01,-0.01,-0.03,-0.01,-0.07
Tomás Martínez,0.00,0.01,-0.01,-0.01,-0.04,-0.01,-0.07
Yohan Croizet,-0.02,-0.01,0.00,0.00,-0.03,-0.01,-0.08
Dillon Powers,-0.02,0.00,0.00,-0.02,-0.02,-0.01,-0.08
Marcos López,-0.02,-0.02,0.00,-0.03,0.00,0.00,-0.08
Artur,0.00,-0.01,-0.03,-0.04,0.00,0.00,-0.08
Fatai Alashe,-0.02,0.01,-0.07,-0.03,0.01,0.02,-0.08
Tsubasa Endoh,-0.03,-0.03,0.02,-0.03,0.00,0.00,-0.08
Víctor Cabrera,0.01,-0.01,-0.06,0.00,-0.01,-0.01,-0.08
Johan Blomberg,0.00,-0.01,0.00,-0.02,-0.05,0.00,-0.08
Sebastien Ibeagha,-0.02,-0.01,-0.03,0.01,-0.02,0.00,-0.08
Derrick Jones,0.00,0.00,-0.06,0.02,-0.04,-0.01,-0.08
Jake Nerwinski,-0.01,-0.02,-0.01,-0.04,0.00,0.00,-0.08
Darren Mattocks,0.04,-0.01,0.00,0.02,-0.09,-0.03,-0.08
Mikey Ambrose,-0.03,0.00,-0.03,-0.01,-0.02,0.00,-0.08
Julio Cascante,-0.01,0.00,-0.08,0.00,0.00,-0.01,-0.08
Brandon Vázquez,-0.06,0.02,0.00,-0.05,0.03,-0.02,-0.08
Will Bruin,-0.13,-0.02,0.00,-0.02,0.09,0.00,-0.09
Marcelo Silva,-0.02,-0.01,-0.01,-0.04,-0.01,0.00,-0.09
Harry Novillo,-0.02,0.00,0.06,-0.04,-0.05,-0.04,-0.09
Marlon Hairston,-0.06,0.00,-0.02,-0.09,0.06,0.01,-0.09
Jalen Robinson,-0.01,0.01,-0.04,-0.03,-0.01,0.00,-0.09
Frankie Amaya,0.01,0.00,0.00,-0.03,-0.05,-0.01,-0.09
Aníbal Godoy,-0.01,-0.03,0.00,-0.02,-0.02,-0.01,-0.09
Chris McCann,0.00,0.00,-0.06,-0.02,-0.01,0.00,-0.09
Mo Adams,-0.02,-0.04,0.02,-0.02,-0.03,0.00,-0.09
Servando Carrasco,-0.02,-0.01,-0.02,-0.02,-0.03,-0.01,-0.09
Ricardo Pepi,-0.43,0.00,-0.02,0.12,0.22,0.02,-0.09
Caleb Stanko,-0.02,0.00,-0.03,-0.03,-0.02,0.00,-0.09
James Sands,0.00,-0.02,-0.02,-0.04,-0.02,0.00,-0.09
Marcus Epps,0.05,0.02,-0.05,-0.06,-0.03,-0.03,-0.09
Justin Dhillon,-0.11,-0.01,-0.01,0.01,0.02,-0.01,-0.10
Romain Alessandrini,-0.19,0.02,-0.01,-0.03,0.11,0.00,-0.10
J.J. Williams,-0.13,-0.01,-0.03,-0.08,0.10,0.04,-0.10
Tony Rocha,-0.02,0.00,-0.01,-0.05,-0.01,-0.01,-0.10
Adrien Pérez,-0.07,-0.01,-0.01,-0.18,0.18,0.01,-0.10
Fredy Montero,-0.02,-0.01,0.00,-0.01,-0.04,-0.02,-0.10
Rasmus Schüller,-0.03,-0.01,-0.01,-0.03,-0.02,-0.01,-0.10
Pablo Aránguiz,0.02,0.03,-0.04,-0.01,-0.08,-0.01,-0.11
Fabinho,-0.02,0.00,0.00,-0.04,-0.01,-0.03,-0.11
Josh Sims,-0.08,-0.01,0.01,-0.08,0.06,-0.01,-0.11
Eric Miller,-0.02,-0.03,-0.03,-0.03,0.00,0.00,-0.11
Clément Bayiha,0.02,-0.01,-0.03,-0.02,-0.05,-0.02,-0.11
Luis Argudo,0.01,-0.03,-0.01,-0.02,-0.03,-0.02,-0.11
Andrew Wooten,-0.06,-0.01,0.01,-0.07,0.02,0.00,-0.11
Ayo Akinola,-0.07,-0.10,0.04,-0.03,0.05,-0.02,-0.11
Shandon Hopeau,0.07,0.03,0.05,-0.04,-0.18,-0.04,-0.11
Tom Barlow,-0.05,-0.02,-0.01,-0.03,0.00,-0.01,-0.11
Diego Palacios,0.02,0.00,0.00,-0.13,0.00,0.00,-0.11
Maximiliano Urruti,0.01,0.00,0.03,-0.04,-0.08,-0.03,-0.11
Josué Colmán,-0.04,0.00,0.00,0.02,-0.08,-0.02,-0.11
Sam Johnson,-0.04,-0.01,0.00,-0.01,-0.06,0.01,-0.11
Brenden Aaronson,-0.06,0.00,-0.01,-0.07,0.03,0.00,-0.12
Federico Higuaín,-0.02,-0.01,-0.04,0.02,-0.04,-0.03,-0.12
Tosaint Ricketts,-0.03,-0.02,-0.02,-0.02,-0.01,-0.03,-0.12
Brendan McDonough,0.01,0.01,-0.08,-0.04,-0.03,0.00,-0.12
Ignacio Piatti,-0.08,-0.01,0.00,-0.01,0.00,-0.02,-0.12
Brett Levis,-0.01,-0.06,0.04,-0.04,-0.04,-0.02,-0.12
Jacori Hayes,-0.03,0.01,-0.02,-0.06,-0.02,0.00,-0.13
Patrick Mullins,-0.10,-0.01,-0.04,-0.01,0.03,0.00,-0.13
Justin Portillo,0.02,0.00,-0.07,-0.05,-0.02,-0.02,-0.13
Marquinhos Pedroso,-0.03,0.00,-0.06,-0.04,-0.01,0.00,-0.13
Modou Jadama,-0.03,-0.02,-0.06,-0.01,-0.02,0.00,-0.13
Fabian Herbers,-0.06,0.00,-0.02,-0.08,0.03,0.00,-0.13
Ola Kamara,0.00,-0.01,-0.03,-0.04,0.04,-0.09,-0.14
Jesús Medina,-0.06,-0.01,-0.01,-0.04,-0.03,0.02,-0.14
Juan David Cabezas,-0.03,-0.01,-0.07,-0.02,-0.02,0.00,-0.14
Rodney Wallace,-0.12,0.00,0.03,-0.07,0.02,0.00,-0.14
Luis Arriaga,-0.02,0.00,-0.02,-0.09,-0.01,0.00,-0.14
Kofi Opare,-0.07,0.01,-0.07,-0.01,-0.01,0.01,-0.14
Warren Creavalle,-0.08,0.02,-0.02,-0.04,-0.01,-0.01,-0.14
Vincent Bezecourt,0.00,-0.01,-0.09,-0.03,-0.01,0.00,-0.15
Thomás Chacón,-0.12,-0.02,-0.06,-0.03,0.06,0.02,-0.15
Danny Leyva,0.00,-0.05,-0.05,-0.03,-0.02,0.01,-0.15
Carter Manley,-0.05,0.01,-0.05,-0.04,-0.02,0.00,-0.15
Erik Hurtado,-0.10,-0.01,-0.01,-0.05,0.02,-0.01,-0.15
Efrain Álvarez,-0.10,0.00,-0.02,-0.01,-0.02,-0.01,-0.15
Michael Salazar,-0.05,-0.02,0.00,0.01,-0.05,-0.04,-0.15
Ashtone Morgan,-0.05,-0.03,-0.05,-0.01,-0.02,0.00,-0.15
Emanuel Cecchini,0.10,0.00,-0.14,-0.12,0.01,0.00,-0.16
Eduardo Sosa,0.03,-0.01,-0.02,-0.02,-0.10,-0.04,-0.16
Carlos Gruezo,-0.01,-0.06,-0.01,-0.06,-0.02,0.00,-0.16
Jay Chapman,-0.06,-0.01,-0.03,-0.04,-0.02,0.01,-0.16
Brian Wright,-0.03,0.00,-0.07,-0.01,-0.04,-0.01,-0.16
Shaft Brewer,-0.02,0.00,-0.08,-0.04,-0.02,-0.02,-0.17
Alfonso Ocampo-Chavez,0.03,-0.01,-0.02,-0.06,-0.09,-0.02,-0.17
Dion Pereira,0.00,0.00,-0.07,-0.06,-0.03,-0.01,-0.17
Zoltán Stieber,-0.09,-0.01,-0.01,-0.01,-0.04,-0.01,-0.17
Michee Ngalina,-0.02,0.00,-0.07,-0.06,-0.02,0.00,-0.17
Anthony Fontana,-0.05,-0.01,0.00,-0.09,-0.01,-0.01,-0.17
Ken Krolicki,-0.01,-0.05,-0.03,-0.06,-0.03,0.00,-0.18
Sean Nealis,-0.05,-0.08,-0.04,0.00,-0.02,-0.01,-0.20
Miguel Ibarra,-0.10,-0.01,-0.04,-0.04,0.01,-0.01,-0.20
Emil Cuello,-0.08,-0.12,-0.02,-0.01,0.03,0.00,-0.21
Andrew Carleton,-0.16,-0.01,-0.03,-0.01,0.04,-0.03,-0.21
Corben Bone,-0.02,-0.01,-0.03,-0.06,-0.07,-0.03,-0.21
Niki Jackson,-0.01,-0.02,-0.02,-0.02,-0.13,-0.01,-0.21
Eric Alexander,-0.03,-0.04,-0.07,-0.04,-0.04,-0.01,-0.22
Edwin Gyasi,-0.04,0.00,-0.01,-0.05,-0.08,-0.04,-0.22
Douglas Martínez,-0.06,-0.01,0.00,-0.05,-0.05,-0.06,-0.23
Tate Schmitt,-0.05,-0.02,0.00,-0.02,-0.11,-0.04,-0.24
Terrence Boyd,-0.05,-0.02,-0.02,-0.06,-0.07,-0.03,-0.24
Griffin Yow,-0.06,-0.01,-0.02,-0.07,-0.06,-0.02,-0.24
Justin Haak,-0.04,-0.01,-0.11,0.04,-0.10,-0.02,-0.25
Ronaldo Peña,-0.01,-0.02,0.00,-0.09,-0.09,-0.03,-0.25
Ballou Tabla,-0.03,-0.01,-0.05,-0.10,-0.05,-0.01,-0.25
Rashawn Dally,-0.06,-0.01,-0.02,-0.04,-0.10,-0.03,-0.25
Griffin Dorsey,-0.02,0.00,-0.07,-0.21,0.03,0.00,-0.27
Thomas Roberts,-0.12,-0.01,-0.06,-0.03,-0.03,-0.02,-0.28
Lucas Melano,-0.14,-0.01,0.02,-0.07,-0.02,-0.06,-0.28
Nazmi Albadawi,-0.01,-0.02,-0.11,-0.17,0.02,0.00,-0.29
Eric Calvillo,-0.03,0.00,-0.02,-0.20,-0.02,-0.01,-0.29
Juninho Pereira,-0.02,0.00,-0.07,-0.17,-0.05,-0.01,-0.31
José Bizama,0.01,-0.04,-0.22,-0.07,-0.01,0.01,-0.31
Akeem Ward,-0.03,-0.05,-0.24,-0.03,-0.02,0.00,-0.37
Foster Langsdorf,-0.11,-0.01,-0.03,-0.02,-0.18,-0.04,-0.40
Amar Sejdic,-0.25,-0.01,-0.04,-0.06,-0.05,-0.02,-0.43
Kevin Partida,-0.06,-0.01,0.00,-0.14,-0.21,-0.04,-0.47
Mathias Jørgensen,-0.43,-0.02,0.01,-0.12,-0.04,-0.03,-0.62
